Type,Ref,Date,Monthyear,Count,Title,Summary,Department,Corporate author,Legislature,Subject,Topic,Legislation,Witnesses,Library location,Weblocation
Treaties,Cm 2297;Slovenia 1 (1993),17/08/1993,81993,3,"Agreement with Slovenia on cooperation in the fields of education, culture and science. (London 1993).",,,Foreign and Commonwealth Office,House of Commons,Education; Technology; Science; Slovenia; Educational exchanges; Cultural relations,,,, ,
Treaties,Cm 2296;Austria 1 (1993),13/08/1993,81993,4,"Protocol amending the convention with Austria for the avoidance of double taxation and prevention of fiscal evasion with respect to taxes on income, signed at London on 30 April 1969 as amended by the protocol signed at London 17 November 1977. (London 1993). with respect to taxes on income, signed at London on 30 April 1969 as amended by the protocol signed at London on 17 November 1977. (London 1993).",,,Foreign and Commonwealth Office,House of Commons,Austria; Income tax; Double taxation; Tax evasion,,,, ,
Treaties,Cm 2293;Treaty 43 (1993),11/08/1993,81993,5,Agreement with Russia on co-operation in the field of medicine and public health. (Moscow 1993).,,,Foreign and Commonwealth Office,House of Commons,Environmental health; Medicine; Russia,,,, ,
Treaties,Cm 2295;Miscellaneous 19 (1993),30/07/1993,71993,1,Resolution to further extend the International Coffee Agreement 1983. Approved without meeting 4 June 1993.,,,Foreign and Commonwealth Office,House of Commons,Trade agreements; Commodities; Coffee; International Coffee Agreement,,,, ,
Treaties,Cm 2277;Treaty 42 (1993),28/07/1993,71993,2,Agreement with Czech and Slovak Federal Republic for promotion and protection of investment with an amending exchange of notes (Prague 1990 & 1991). (Previously Cm 1306).,,,Foreign and Commonwealth Office,House of Commons,Consumers; Investment; Protection; Overseas investment; Foreign investment in UK; Czechoslovakia,,,, ,
Treaties,Cm 2278;Treaty 41 (1993),28/07/1993,71993,3,Agreement with Argentina for the promotion and protection of investments (London 1990). (Previously Cm 1449).,,,Foreign and Commonwealth Office,House of Commons,Consumers; Investment; Protection; Overseas investment; Foreign investment in UK; Argentina,,,, ,
Treaties,Cm 2265;Miscellaneous 18 (1993),07/07/1993,71993,4,Convention for the Protection of the Marine Environment of the North-East Atlantic (Paris 1992).,,,Foreign and Commonwealth Office,House of Commons,Environment protection; Pollution; Pollution control; Seas and oceans; Atlantic Ocean; OSPAR Convention,,,, ,
Treaties,Cm 2266;Treaty 40 (1993),07/07/1993,71993,5,Exchange of Notes with Sweden amending convention on social security signed at Stockholm in 29 June 1987 (London 1992). (Previously Cm 2103).,,,Foreign and Commonwealth Office,House of Commons,Reciprocal arrangements; Social security; Sweden,,,, ,
Treaties,CM 2254;Treaty 38 (1993),30/06/1993,61993,1,Agreement with the Netherlands relating to exploitation of the Markham Field reservoirs & offtake of petroleum therefrom. (The Hague 1992). (Previously Cm 2024).,,,Foreign and Commonwealth Office,House of Commons,Oil; Production; Netherlands; Markham Field reservoirs,,,,"Research Sc 665.5,P ",
Treaties,Cm 2261;Treaty 39 (1993),30/06/1993,61993,2,Exchange of notes with Portugal concerning abolition of visas between Bermuda and Portugal (London 1991).,,,Foreign and Commonwealth Office,House of Commons,Visas; Portugal; Bermuda,,,, ,
Treaties,Cm 2262;Treaty 37 (1993),25/06/1993,61993,3,Exchange of notes with Republic of Korea amending the route schedule annexed to the air services agreement done at Seoul on 5 March 1984 (Seoul 1991).,,,Foreign and Commonwealth Office,House of Commons,Aviation; Air routes; South Korea,,,, ,
Treaties,Cm 2253;Treaty 36 (1993),25/06/1993,61993,4,International Natural Rubber Agreement 1987 (opened for signature at United Nations Headquarters New York 1987). (Previously Cm 468).,,,Foreign and Commonwealth Office,House of Commons,Trade agreements; Commodities; Rubber,,,,"Research Sc 678.2,P ",
Treaties,Cm 2252;Treaty 35 (1993),25/06/1993,61993,5,Agreement with Estonia concerning air services (London 1993).,,,Foreign and Commonwealth Office,House of Commons,Aviation; Air routes; Estonia,,,, ,
Treaties,Cm 2260;Albania 1 (1993),25/06/1993,61993,6,Agreement with Albania on international road transport (Rome 1993).,,,Foreign and Commonwealth Office,House of Commons,Freight; Transport; Roads; Albania; International transport,,,, ,
Treaties,Cm 2245;Miscellaneous 16 (1993),23/06/1993,61993,7,"Agreement with the European Atomic Energy Community and International Atomic Energy Agency for application of safeguards in connection with treaty for the prohibition of nulcear weapons in Latin America with protocols. (Vienne & Brussels 1992, London 1993).",,,Foreign and Commonwealth Office,House of Commons,International Atomic Energy Agency; Nuclear weapons; Nuclear safeguards; EURATOM; Latin America,,,, ,
Treaties,Cm 2244;Treaty 34 (1993),23/06/1993,61993,8,Amendment to article 26 of the statute of the Council of Europe (Strasbourg 1993).,,,Foreign and Commonwealth Office,House of Commons,Council of Europe,,,, ,
Treaties,Cm 2246;Treaty 33 (1993),17/06/1993,61993,9,Exchange of notes with Argentina concerning certain commercial debts (UK/Argentina Debt Agreement no 5 (1992)) (London 1993).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Argentina,,,, ,
Treaties,Cm 2247;Treaty 32 (1993),17/06/1993,61993,10,Exchange of notes with Jordan consolidating certain loans made by the UK to Jordan (UK/Jordan Debt Rescheduling Agreement 1992) (Amman 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Debt rescheduling; Loans; Overseas aid; Jordan,,,, ,
Treaties,Cm 2241;Transport 16 (1993),16/06/1993,61993,11,Amendments to Annex 1 of the agreement on the international carriage of perishable foodstuffs & on the special equipment to be used for such carriage (ATP) 1970.,,,Department of Transport,House of Commons,Hygiene; Food; Freight; Transport; Roads; Refrigeration; International transport,,,, ,
Treaties,Cm 2238;Treaty 29 (1993),15/06/1993,61993,12,Exchange of notes with Jordon concerning certain commercial debts (the UK/Jordan Debt ASgreement No 2 (1992)) (Amman 1992 & 1993).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Jordan,,,, ,
Treaties,Cm 2239;Treaty 30 (1993),15/06/1993,61993,13,Decision taken by common agreement between the representatives of the governments of the member states on the location of the seats of the Institutions and of certain bodies and departments of the European Communities with declarations (Edinburgh 1992). Text also in OJC 341 of 23.12.92. with declarations (Edinburgh 1992). Text also in OJC 341 of 23.12.92.,,,Foreign and Commonwealth Office,House of Commons,European communities; EU institutions,,,, ,
Treaties,CM 2237;Treaty 28 (1993),15/06/1993,61993,14,Exchange of notes with Argentina concerning certain commercial debts (the UK/Argentina Debt Agreement No 4 (1991)) (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Argentina,,,, ,
Treaties,Cm 2240;Treaty 31 (1993),15/06/1993,61993,15,Agreement with Barbados concerning mutual assistance in relation to drug trafficking (Bridgetown 1991).,,,Foreign and Commonwealth Office,House of Commons,Crime; Drugs; International cooperation; Smuggling; Barbados,,,, ,
Treaties,Cm 2196;Treaty 27 (1993),10/06/1993,61993,16,"Exchange of notes with the Philippines concerning the UK/ Philippines Debt Rescheduling Agreement no 3 (1992), Manila 1992).",,,Foreign and Commonwealth Office,House of Commons,Debts; Debt rescheduling; Loans; Overseas aid; Philippines,,,, ,
Treaties,Cm 2195;Treaty 26 (1993),10/06/1993,61993,17,Exchange of notes with the Philippines concerning the UK/ Philippines Debt Rescheduling Agreement no 2 (1992). (Manila 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Debt rescheduling; Loans; Overseas aid; Philippines,,,, ,
Treaties,Cm 2194;Treaty 25 (1993),10/06/1993,61993,18,Exchange of notes with the Philippines concerning the UK/ Philippines Debt Rescheduling Agreement no 1 (1992). (Manila 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Debt rescheduling; Loans; Overseas aid; Philippines,,,, ,
Treaties,Cm 2251;Miscellaneous 17 (1993),10/06/1993,61993,19,"Document on associated membership of Western European Union of Iceland. Norway & Turkey, with agreed minutes, presidency declarations & declaration on WEU observers. (Rome 1992).",,,Foreign and Commonwealth Office,House of Commons,Norway; Turkey; Western European Union; Iceland,,,, ,
Treaties,Cm 2236;Miscellaneous 15 (1993),10/06/1993,61993,20,"Protocol of accession of the Hellenic Republic to the Western European Union, with annex. (Rome 1992).",,,Foreign and Commonwealth Office,House of Commons,Greece; Western European Union,,,, ,
Treaties,Cm 2191;Treaty 23 (1993),08/06/1993,61993,21,"Agreement with Ukraine on co-operation in the fields of education, science & culture (London 1993).",,,Foreign and Commonwealth Office,House of Commons,Education; Technology; Science; Educational exchanges; Ukraine; Cultural relations,,,, ,
Treaties,Cm 2192;Treaty 24 (1993),08/06/1993,61993,22,Agreement with Ukraine for the promotion & reciprocal protection of investments (London 1993).,,,Foreign and Commonwealth Office,House of Commons,Consumers; Investment; Protection; Overseas investment; Foreign investment in UK; Ukraine,,,, ,
Treaties,Cm 2190;United Arab Emirates 1 (1993),08/06/1993,61993,23,Agreement with the United Arab Emirates for the promotion & protection of investments (Dubai 1992).,,,Foreign and Commonwealth Office,House of Commons,Consumers; Investment; Protection; Overseas investment; Foreign investment in UK; United Arab Emirates,,,, ,
Treaties,Cm 2182;Miscellaneous l4 (1993),07/06/1993,61993,24,Antarctic Treaty. Recommendations of sixteenth consultative meeting held at Bonn 7-18 October 1991.,,,Foreign and Commonwealth Office,House of Commons,Antarctic; Antarctic Treaty; Environment protection; Tourism; Sites of special scientific interest,,,,"Research Sc 508.989,P ",
Treaties,Cm 2193;New Zealand 1 (1993),07/06/1993,61993,25,Agreement with New Zealand concerning the Co-Production of Films (Wellington 1993).,,,Foreign and Commonwealth Office,House of Commons,Film; Industry; New Zealand,,,, ,
Treaties,Cm 2178;Treaty 22 (1993),07/06/1993,61993,26,European Convention on Transfrontier Television (Strasbourg 1989). (Previously Cm 1068).,,,Foreign and Commonwealth Office,House of Commons,Broadcasting; Borders; European communities; Television; Satellite broadcasting; European Convention on Transfrontier Television,,,, ,
Treaties,Cm 2189;Ukraine 1 (1993),07/06/1993,61993,27,Treaty on the principles of relations & cooperation with Ukraine (London 1993).,,,Foreign and Commonwealth Office,House of Commons,Foreign policy; Ukraine,,,, ,
Treaties,Cm 2183;European Communities 2 (1993),10/05/1993,51993,1,Protocol adjusting agreement on European Economic Area with Final Act and declarations (Brussels 1993).,,,Foreign and Commonwealth Office,House of Commons,European communities; European Economic Community; EU external trade; Trade agreements; European economic area; European Free Trade Association,,,,Stats 100.0 ,
Treaties,Cm 2179;Treaty 20 (1993),07/05/1993,51993,2,Amendments to the Regulations under the Patent Co-operation Treaty done at Washington on 19 June 1970 adopted by the Assembly of the International Patent Co-operation Union (PCT Union) on 29 September 1992. (In continuation by Cm 2042).,,,Foreign and Commonwealth Office,House of Commons,Patents,,,, ,
Treaties,Cm 2180;Treaty 21 (1993),07/05/1993,51993,3,Exchange of notes with Finland further amending the Convention on Social Security signed at London on 12 December 1978 (London 1992). (Previously Cm 2112).,,,Foreign and Commonwealth Office,House of Commons,Finland; Reciprocal arrangements; Social security; Social security benefits,,,, ,
Treaties,Cm 2165;Miscellaneous 13 (1993),14/04/1993,41993,1,Convention on accession of Spain and Portugal to convention on law applicable to contractual obligations opened for signature in Rome on 19 June 1980. (Funchal 1992).[Text also in OJL 333 of 18 November 1992],,,Foreign and Commonwealth Office,House of Commons,Contracts; European communities; Portugal; Spain; Contract compliance,,,, ,
Treaties,Cm 2171;Treaty 19 (1993),14/04/1993,41993,2,Exchange of notes with Peru concerning certain commercial debts (UK/ Peru Debt Agreement No 3 (1991)). (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Peru,,,, ,
Treaties,Cm 2162;Treaty 18 (1993),01/04/1993,41993,3,Agreement with Ecuador concerning mutual assistance in relation to drug trafficking (Quito 1992).,,,Foreign and Commonwealth Office,House of Commons,Crime; Drugs; International cooperation; Smuggling; Ecuador,,,, ,
Treaties,Cm 2161;Treaty 17 (1993),01/04/1993,41993,4,Exchange of notes with Iceland amending Convention on Social Security signed at Reykjavik on 25 August 1983 (London 1992). (Previously Cm 2102).,,,Foreign and Commonwealth Office,House of Commons,Reciprocal arrangements; Social security; Social security benefits; Iceland,,,, ,
Treaties,Cm 2160;Russia 1 (1993),01/04/1993,41993,5,Treaty on principles of relations between UK and Russian Federation.,,,Foreign and Commonwealth Office,House of Commons,Foreign policy; Russia,,,, ,
Treaties,Cm 2164;Miscellaneous 12 (1993),01/04/1993,41993,6,Concluding act of Negotiation on Personnel strength of Conventional Armed Forces in Europe done at Paris on 19 November 1990 (Helsinki 1992) .,,,Foreign and Commonwealth Office,House of Commons,Arms control; CFE Treaty; Conventional weapons; Europe; Negotiations,,,, ,
Treaties,Cm 2159;Treaty 16 (1993),30/03/1993,31993,1,Second supplementary convention to the convention on social security with Austria. (London 1992) (Previously Cm 2051).,,,Foreign and Commonwealth Office,House of Commons,Austria; Reciprocal arrangements; Social security,,,, ,
Treaties,Cm 2158;Miscellaneous 10 (1993),30/03/1993,31993,2,Multilateral agreement for the operation of the Caribbean Epidemiology Centre. (Washington 1990).,,,Foreign and Commonwealth Office,House of Commons,Health; Diseases; Disease control; Surveys; Caribbean; Caribbean Epidemiology Centre,,,, ,
Treaties,Cm 2234;Treaty 15 (1993),25/03/1993,31993,3,Notes exchanged with Norway amending the convention on social security signed at Oslo on 19 June 1990. (London 1992) (previously Cm 2107).,,,Foreign and Commonwealth Office,House of Commons,Norway; Reciprocal arrangements; Social security; Social security benefits,,,, ,
Treaties,Cm 2231;Treaty 14 (1993),25/03/1993,31993,4,Montreal protocol on substances that deplete the ozone layer done at Montreal on 16 September 1987 - adoption of annex D at the third meeting of parties to the Montreal protocol on substances that deplete the ozone layer. (Nairobi 1991).,,,Foreign and Commonwealth Office,House of Commons,Air pollution; Chlorofluorocarbons; Pollution control; Ozone layer; Pollutants; Carbon tetrachloride; Methyl chloroform,,,, ,
Treaties,Cm 2233;Miscellaneous 9 (1993),25/03/1993,31993,5,"European Convention on cinematographic co-production. (Strasbourg, 1992).",,,Foreign and Commonwealth Office,House of Commons,Film; Industry; Council of Europe; European Convention on Cinematographic Co-Production,,,, ,
Treaties,Cm 2232;Miscellaneous 8 (1993),10/03/1993,31993,6,"Protocol 1990 amending the convention concerning International carriage by Rail (COTIF) signed at Berne on 9 May 1980, adopted by the 2nd General Assembly of the Intergovernmental Organisation for International Carriage by Rail held at Berne from 17 to 20 December 1990.",,,Foreign and Commonwealth Office,House of Commons,Audit; Liability; Freight; Railways; Travel; International transport; Convention concerning International Carriage by Rail,,,, ,
Treaties,Cm 2228;Treaty 13 (1993),05/03/1993,31993,7,Convention with Guyana for avoidance of double taxation & prevention of fiscal evasion with respect to taxes on income & capital gains with exchange of notes (Georgetown 1992).,,,Foreign and Commonwealth Office,House of Commons,Capital gains tax; Income tax; Double taxation; Tax evasion; Guyana,,,, ,
Treaties,Cm 2227;Republic of Ireland 1 (1993),24/02/1993,21993,1,Protocol supplementary to the Agreement with the Republic of Ireland concerning delimitation of areas of the continental shelf between the two countries signed at Dublin 7 Nov 1988. (Dublin 1992).,,,Foreign and Commonwealth Office,House of Commons,Continental shelf; Sovereignty; Republic of Ireland,,,, ,
Treaties,Cm 2224;Treaty 11 (1993),24/02/1993,21993,2,Agreement with Russia on economic cooperation. (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Economic cooperation; Russia,,,, ,
Treaties,Cm 2223;Treaty 12 (1993),24/02/1993,21993,3,Agreement with Russia on the establishment of direct secure telephone links between 10 Downing Street in London and the Kremlin in Moscow. (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Security; Telephone systems; Russia; 10 Downing Street; Kremlin,,,, ,
Treaties,Cm 2222;Miscellaneous 7 (1993),19/02/1993,21993,4,"Decision of the heads of state and government, meeting within European Council, concerning certain problems raised by Denmark on the Treaty of European Union with associated conclusions by the Council and declarations (Edinburgh). Text also in OJC 348 of 23.12.92.",,,Foreign and Commonwealth Office,House of Commons,EU integration; Treaty on European Union; European Council; Denmark,,,, ,
Treaties,Cm 2146;Treaty 9 (1993),10/02/1993,21993,5,Amendment to the customs convention on temporary importation of commercial road vehicles done at Geneva on 18 May 1956.,,,Foreign and Commonwealth Office,House of Commons,Freight; Import duties; Vehicles,,,, ,
Treaties,Cm 2147;Treaty 10 (1993),10/02/1993,21993,6,Amendments to customs convention on the temporary importation of private road vehicles done at New York on 4 June 1954.,,,Foreign and Commonwealth Office,House of Commons,Cars; Import duties; Motor vehicles,,,, ,
Treaties,Cm 2140;Treaty 8 (1993),05/02/1993,21993,7,Protocol to the convention on the Elaboration of a European Pharmacopoeia (Strasbourg 1989). (Previously Cm 1133).,,,Foreign and Commonwealth Office,House of Commons,Drugs,,,, ,
Treaties,Cm 2141;Miscellaneous 5 (1993),05/02/1993,21993,8,Convention on protection and use of transboundary watercourses and international lakes (Helsinki 1992).,,,Foreign and Commonwealth Office,House of Commons,Environment protection; Pollution; Pollution control; Water; Rivers; Lakes,,,, ,
Treaties,Cm 2137;Miscellaneous 6 (1993),05/02/1993,21993,9,United Nations framework convention on climate change (New York 1992).,,,Foreign and Commonwealth Office,House of Commons,Climate; Air pollution; Climate change; Pollution control; Ozone layer; United Nations; Climate Change Convention,,,,"Research Sc 551.69,P ",
Treaties,Cm 2139;Treaty 6 (1993),03/02/1993,21993,10,Exchange of notes with Gabon concerning certain commercial debts (UK/Gabon Debt Agreement No 4 (1991)). Paris & Libreville 1992.,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Gabon,,,, ,
Treaties,Cm 2138;Treaty 7 (1993),03/02/1993,21993,11,Exchange of notes with China concerning liability for damage arising during the launch phase of the Asiasat satellite. Peking. 1990.,,,Foreign and Commonwealth Office,House of Commons,China; Liability; Satellites,,,, ,
Treaties,Cm 2133;Treaty 5 (1993),29/01/1993,11993,1,Exchange of notes with Bolivia concerning certain commercial debts (The UK/Bolivia Debt Agreement No 4 (1992)) (La Paz 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Bolivia,,,, ,
Treaties,Cm 2132;Treaty 4 (1993),29/01/1993,11993,2,"Amendment to Montreal Protocol on Substances that Deplete the Ozone Layer, done at Montreal 16 September 1987. Adopted at Second Meeting of Parties to Montreal Protocol on Substances that Deplete the Ozone Layer (London 1990). (Previously Cm 1567).",,,Foreign and Commonwealth Office,House of Commons,Air pollution; Chlorofluorocarbons; Pollution control; Ozone layer; Pollutants; Carbon tetrachloride; Methyl chloroform,,,,Research Sc OZONE LAYER ,
Treaties,Cm 2129;Miscellaneous 4 (1993),21/01/1993,11993,3,European convention on protection of archaeological heritage (revised). (Valletta 1992).,,,Foreign and Commonwealth Office,House of Commons,Conservation; Archaeology; Cultural heritage; Archaeological sites; Convention on the Protection of the Archaeological Heritage,,,, ,
Treaties,Cm 2131;India 1 (1993),21/01/1993,11993,4,"Agreement with India concerning investigation and prosecution of crime and tracing, restraint and confiscation of proceeds of crime (including crimes involving currency transfers) and terrorist funds. (London 1992). of crime & tracing, restraint & confiscation of proceeds & instruments of crime (inc crimes involving currency transfers) & terrorist funds. (London 1992).",,,Foreign and Commonwealth Office,House of Commons,Criminal investigation; Crime; India; Prosecutions; Proceeds of crime; Offensive weapons; Terrorism,,,, ,
Treaties,Cm 2118;Miscellaneous 1 (1993),21/01/1993,11993,5,Antarctic Treaty. Recommendations of fifteenth consultative meeting held at Paris 9-20 October 1989.,,,Foreign and Commonwealth Office,House of Commons,Antarctic; Antarctic Treaty; Environment protection; Pollution; Pollution control; Waste disposal; Seas and oceans,,,,"Research Sc 508.989,P ",
Treaties,Cm 2130;Treaty 3 (1993),21/01/1993,11993,6,"Exchange of notes with USA further amending agreement for financing certain programmes of educational and cultural exchange, signed at London on 10 May 1965. (London 1992).",,,Foreign and Commonwealth Office,House of Commons,USA; Educational exchanges; Cultural relations,,,, ,
Treaties,Cm 2127;Miscellaneous 3 (1993),19/01/1993,11993,7,Convention on biological diversity opened for signature at Rio de Janeiro on 5 June 1992.,,,Foreign and Commonwealth Office,House of Commons,Biodiversity; Nature conservation; UN Conference on Environment and Development; UN Convention on Biological Diversity,,,,"Research Sc 575.1,P ",
Treaties,Cm 2126;Treaty 2 (1993),13/01/1993,11993,8,Exchange of Notes with Ivory Coast concerning certain commercial debts (UK/Cote d'ivoire Debt Agreement no 6 (1991)) (Abidjan 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Côte d'Ivoire,,,, ,
Treaties,Cm 2123;Treaty 1 (1992),11/01/1993,11993,9,"Exchange of notes between the three governments of the UK, Germany, Netherlands and the USA concerning the renewal of the agreement regarding the protection of information transferred into the United States of America in connection with the initial phase of a project for establishment of a uranium enrichment installation in the US based upon the gas centrifuge enrichment process developed within the three European countries (Washington 1990).",,,Foreign and Commonwealth Office,House of Commons,Disclosure of information; Nuclear fuels; USA; Uranium,,,, ,
Treaties,Cm 2119;Miscellaneous 2 (1993),11/01/1993,11993,10,Agreement on the conservation of small cetaceans of the Baltic & North Sea (New York 1992).,,,Foreign and Commonwealth Office,House of Commons,Cetaceans; Nature conservation; Marine animals,,,, ,
Treaties,Cm 2116;Treaty 83 (1992),11/01/1993,11993,11,Exchange of notes with Tanzania concerning certain commercial debts (The UK/Tanzania Debt Agreement No. 4 (1992) (Dar es Salaam 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Tanzania,,,, ,
Treaties,Cm 2109;Treaty 80 (1992),16/12/1992,121992,1,Exchange of notes with Ivory Coast concerning UK/Cote d'Ivoire Debt Rescheduling Agreement 1989 (Abidjan 1991) with amending exchange of notes (Abidjan 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Côte d'Ivoire,,,, ,
Treaties,Cm 2110;Treaty 81 (1992),16/12/1992,121992,2,Exchange of notes with Morocco concerning certain commercial debts (UK/Morocco Debt Agreement no 6 1992) (Rabat 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Morocco,,,, ,
Treaties,Cm 2114;Treaty 82 (1992),16/12/1992,121992,3,Exchange of notes with Finland amending the agreement for air services between and beyond their respective territories done at London 25 March 1965 (Helsinki 1992).,,,Foreign and Commonwealth Office,House of Commons,Aviation; Air routes; Finland,,,, ,
Treaties,Cm 2105;Treaty 78 (1992),11/12/1992,121992,4,Agreement with South Africa for air services between & beyond their respective territories (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Aviation; Air routes; South Africa,,,, ,
Treaties,Cm 2106;European Communities 10 (1992),11/12/1992,121992,5,Convention revising Convention setting up European University Institute (Florence 1992).,,,Foreign and Commonwealth Office,House of Commons,Universities; European University Institute,,,, ,
Treaties,Cm 2108;Treaty 79 (1992),11/12/1992,121992,6,Exchange of notes with Bolivia amending United Kingdom/Bolivia Loan (No. 1) 1973 (the UK/Bolivia Retrospective Terms Agreement 1992) (La Paz 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Bolivia,,,, ,
Treaties,Cm 2094;Treaty 77 (1992),04/12/1992,121992,7,"Third supplementary list of ratifications, accessions, withdrawals, etc, for 1992. (In continuation of Cm 2084).",,,Foreign and Commonwealth Office,House of Commons,,,,, ,
Treaties,Cm 2095;India 1 (1992),02/12/1992,121992,8,Extradition treaty with India. (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Extradition; India,,,, ,
Treaties,Cm 2090;Treaty 76 (1992),27/11/1992,111992,1,Exchange of notes with Ecuador concerning certain commercial debts (the UK/Ecuador Debt Agreement No. 5(1992)) (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Ecuador,,,, ,
Treaties,Cm 2089;Miscellaneous 16 (1992),27/11/1992,111992,2,"Provisional application of Treaty on Conventional Armed Forces in Europe, done at Paris on 19 November 1990 (Helsinki 1992).",,,Foreign and Commonwealth Office,House of Commons,Arms control; CFE Treaty; Conventional weapons; Europe; Negotiations,,,, ,
Treaties,Cm 2113;Miscellaneous 17 (1992),26/11/1992,111992,3,"Second additional protocol to European Convention on Extradition, signed at Paris on 13 December 1957 (Strasbourg 1978).",,,Foreign and Commonwealth Office,House of Commons,Extradition; Council of Europe; European Convention on Extradition,,,, ,
Treaties,Cm 2112;Finland 1 (1992),25/11/1992,111992,4,Exchange of notes with Finland further amending the convention on Social Security signed at London on 12 December 1978 (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Finland; Reciprocal arrangements; Social security; Social security benefits,,,, ,
Treaties,Cm 2084;Treaty 75 (1992),20/11/1992,111992,5,"Second supplementary list of ratifications, accessions, withdrawals, etc. for 1992. (In continuation of Cm 2062).",,,Foreign and Commonwealth Office,House of Commons,,,,, ,
Treaties,Cm 2107;Norway 1 (1992),17/11/1992,111992,6,Exchange of notes with Norway amending Convention on Social Security signed at Oslo on 19 June 1990 (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Norway; Reciprocal arrangements; Social security; Social security benefits,,,, ,
Treaties,Cm 2103;Sweden 1 (1992),17/11/1992,111992,7,Exchange of notes with Sweden amending Convention on Social Security signed at Stockholm on 29 June 1987 (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Reciprocal arrangements; Social security; Social security benefits; Sweden,,,, ,
Treaties,Cm 2102;Iceland 1 (1992),17/11/1992,111992,8,Exchange of notes with Iceland amending Convention on Social Security signed at Reykjavik on 25 August 1983 (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Reciprocal arrangements; Social security; Social security benefits; Iceland,,,, ,
Treaties,Cm 2082;Treaty 74 (1992),11/11/1992,111992,9,Exchange of notes with Cyprus concerning Berengaria Estate at Limassol (Nicosia 1992).,,,Foreign and Commonwealth Office,House of Commons,Construction; Cyprus; Land; Roads,,,, ,
Treaties,Cm 2083;Treaty 73 (1992),11/11/1992,111992,10,Exchange of notes with Senegal concerning certain commercial debts (the UK/Senegal debt Agreement No. 9 (1991)) (Dakar 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Senegal,,,, ,
Treaties,Cm 2079;Treaty 72 (1992),04/11/1992,111992,11,Agreement with Sweden concerning the restraint & confiscation of the proceeds of crime (Stockholm 1989). (Previously Cm 1307).,,,Foreign and Commonwealth Office,House of Commons,Confiscation orders; Proceeds of crime; Sweden,,,, ,
Treaties,Cm 2078;European Communities 9 (1992),04/11/1992,111992,12,Agreement on customs union and cooperation between the EEC and San Marino (Brussels 1991).,,,Foreign and Commonwealth Office,House of Commons,Customs; European communities; International cooperation; European Economic Community; EU external relations; San Marino; Customs unions,,,, ,
Treaties,Cm 2075;Miscellaneous 14 (1992),27/10/1992,101992,1,"Final document on the Extraordinary Conference of the States Parties to the Treaty on Conventional Armed Forces in Europe, done at Paris on 19 November 1990 (Oslo 1992).",,,Foreign and Commonwealth Office,House of Commons,Arms control; CFE Treaty; Conventional weapons; Europe; Negotiations; Conferences,,,, ,
Treaties,Cm 2076;Treaty 70 (1992),27/10/1992,101992,2,Exchange of notes with the Vnesheconombank of the Union of Soviet Socialist Republics (acting as debt manager) concerning the deferral of the debt of the Union of Soviet Socialist Republics & its successors to foreign official creditors (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; USSR; Russia,,,, ,
Treaties,Cm 2077;Treaty 71 (1992),27/10/1992,101992,3,Agreement with Romania on co-operation in the field of medicine & public health (Bucharest 1991).,,,Foreign and Commonwealth Office,House of Commons,Health; International cooperation; Medicine; Romania,,,, ,
Treaties,Cm 2070;Treaty 69 (1992),23/10/1992,101992,4,Exchange of notes with Poland concerning the abolition of visas (Warsaw 1992).,,,Foreign and Commonwealth Office,House of Commons,Poland; Visas,,,, ,
Treaties,Cm 2067;Miscellaneous 13 (1992),21/10/1992,101992,5,Treaty on open skies with CSCE declaration (Helsinki 1992).,,,Foreign and Commonwealth Office,House of Commons,Arms control; International cooperation; European Security Conference; Europe; Military aircraft; Security; Open skies proposals; Open Skies Consultative Commission,,,, ,
